name,party,organization_name,organization_address,food,amount,purpose
박민식,새누리,너섬가,서울시 영등포구 여의도동 13-19,일식,149000,언론기자 간담회
박민식,새누리,너섬가,서울시 영등포구 여의도동 13-19,일식,148000,언론기자 간담회
박민식,새누리,너섬가,서울시 영등포구 여의도동 13-19,일식,176000,언론기자 간담회
박민식,새누리,너섬가,서울시 영등포구 여의도동 13-19,한식,225000,언론기자 간담회
박민식,새누리,너섬가,서울시 영등포구 여의도동 13-19,한식,150000,언론기자 간담회
박병석,더불어민주당,너섬가,서울 중구 순화동 1-47,한식,120000,
박병석,더불어민주당,너섬가,서울 중구 순화동 1-47,한식,180000,사무처 국제국 직원 간담회
박병석,더불어민주당,너섬가,서울 중구 순화동 1-47,한식,100000,
심상정,정의당,너섬가,서울시 영등포구 여의도동 13-19,한식,80000,식대(의원 외 4인)
심상정,정의당,너섬가,서울시 영등포구 여의도동 13-19,한식,40000,식대(의원 외 2인)
이철우,새누리당,너섬가,서울시 영등포구 여의도동 13-19,한식,318000,안행위 소득세법 간담회
서청원,새누리당,노다지한우,평창군 대관령면 올림픽로 155,한식,128000,평창올림픽 경기장 관련 정책간담회
심상정,정의당,노량진농수산물납세조합,서울 동작구 노량진 1동 노량진수산시장 고급 199호,한식,75000,의원실 회의비(의원 외 5인)
김재원,새누리당,노조미,서울 영등포구 여의도동 15-24,일식,114000,
김재원,새누리당,노조미,서울 영등포구 여의도동 15-24,일식,586000,
김재원,새누리당,녹향,경북 의성군 의성읍 후죽5길 8-5,한식,399000,
김재원,새누리당,녹향,경북 의성군 의성읍 후죽5길 8-5,한식,386000,
김재원,새누리당,녹향,경북 의성군 의성읍 후죽5길 8-5,한식,320000,
김재원,새누리당,녹향,경북 의성군 의성읍 후죽5길 8-5,한식,215000,
김재원,새누리당,녹향,경북 의성군 의성읍 후죽5길 8-5,한식,248000,
김재원,새누리당,녹향,경북 의성군 의성읍 후죽5길 8-5,한식,328000,
김재원,새누리당,논현삼계탕여의도점,서울 영등포구 국회대로 68길 7,한식,75000,
정갑윤,새누리당,놀부보쌈,영등포구 영등포동3가 3-6,한식,15500,식대
강기정,새정치민주연합,농가농가,광주 서구 쌍촌동 276-2,한식,453100,시의회 출입기자 간담회
김재원,새누리당,농가의식탁,서울 서초구 방배천로 155 1층,한식,450000,
김재원,새누리당,농가의식탁,서울 서초구 방배천로 155 1층,한식,320000,
심상정,정의당,늘단비,서울 종로구 청진동 47,한식,140000,식대(의원 외 4인)
심상정,정의당,다담,서울 영등포구 여의도동 28-3,한식,27000,정책회의 다과떡
강기정,새정치민주연합,다도바다,광주 북구 중흥동 655-5,기타,396000,신용정보유출관련정책간담회
심상정,정의당,다리,서울특별시 강남구 영동대로 516,일식,24000,식대(의원 외 2인)
류성걸,새누리당,다봉,서울특별시 서초구 반포동 63-1,일식,471400,정책 간담회
박대동,새누리당,다빈,서울 서초구 반포동 1190 반포상가 1-14,중식,51000,의원 및 수행원 식대
박병석,더불어민주당,다원,서울 영등포구 여의도동 15-23,한식,235000,한류정책연구회 의원간담회
박병석,더불어민주당,다원,서울 영등포구 여의도동 15-23,한식,165000,금융위국정조사 자료 수집
박병석,더불어민주당,다원,서울 영등포구 여의도동 15-23,한식,90000,
박병석,더불어민주당,다원,서울 영등포구 여의도동 15-23,한식,135000,
박병석,더불어민주당,다원,서울 영등포구 여의도동 15-23,한식,165000,대정부질문 자료수집간담회
박병석,더불어민주당,다원,서울 영등포구 여의도동 15-23,한식,264000,예산관련 간담회
박병석,더불어민주당,다원,서울 영등포구 여의도동 15-23,한식,199000,예산관련 간담회
박병석,더불어민주당,다원,서울 영등포구 여의도동 15-23,한식,288000,보육정책 간담회
박병석,더불어민주당,다원,서울 영등포구 여의도동 15-23,한식,297000,정무위원 간담회
심상정,정의당,다원,서울 영등포구 여의도동 14-21,중식,71500,식대(의원 외 5인)
류성걸,새누리당,다화,서울특별시 영등포구 여의도동 13-21,한식,108000,보좌진 간담회
김재원,새누리당,닥터로빈여의도점,서울 영등포구 여의도동 14-3,양식,72450,
김재원,새누리당,닥터로빈여의도점,서울 영등포구 여의도동 14-3,양식,10600,
김재원,새누리당,달개비,서울 종로구 재동 32-10,한식,154000,
박병석,더불어민주당,달개비자연음식전문점,서울 중구 정동 3번지,한식,88000,
김재원,새누리당,달인디아,서울 종로구 소격동 144-2 아트선재센타,양식,200000,
김재원,새누리당,대가,서울 영등포구 여의도동 17-16 대성빌딩,한식,149000,
심상정,정의당,대가순두부,고양시 덕양구 화정동 968-2,한식,60000,지역 직원 현안 토론회 회의비(의원 외 4인)
김관영,국민의당,대교,마포구 도화동 194-22,한식,130000,"의원, 기자단 만찬 간담회"
박병석,더불어민주당,대나무통밥큰정식,대전 대덕구 오정동 390-3,한식,55000,
박병석,더불어민주당,대나무통밥큰정식,대전 대덕구 오정동 390-3,한식,48000,
박민식,새누리당,대박갈비,서울시 서대문구 대현동 90-53,한식,26000,정기국회관련 간담회
김관영,국민의당,대방골,서울특별시 영등포구 여의도동 13-28,한식,243000,"의원, 언론사 기자단 오찬 간담회"
김관영,국민의당,대방골,서울특별시 영등포구 여의도동 13-28,한식,114000,"의원, 언론사 기자단 오찬간담회"
김관영,국민의당,대방골,서울특별시 영등포구 여의도동 13-28,한식,198000,"의원, 인터넷 기자단 오찬 간담회"
김관영,국민의당,대방골,서울특별시 영등포구 여의도동 13-28,한식,226000,"의원, 경제지 기자단 간담회"
김관영,국민의당,대방골,서울특별시 영등포구 여의도동 13-28,한식,208000,"의원, 중앙지 기자 오찬 간담회"
김광림,새누리당,대방골,서울특별시 영등포구 여의도동 13-28,한식,126000,기자간담회
김광림,새누리당,대방골,서울특별시 영등포구 여의도동 13-28,한식,243000,기자간담회
김용태,새누리당,대방골,서울특별시 영등포구 여의도동 13-28,한식,228000,간담회 식사 - 정무위원회
김재원,새누리당,대방골,서울특별시 영등포구 여의도동 13-28,한식,380000,
김재원,새누리당,대방골,서울특별시 영등포구 여의도동 13-28,한식,166000,
김재원,새누리당,대방골,서울특별시 영등포구 여의도동 13-28,한식,382000,
김재원,새누리당,대방골,서울특별시 영등포구 여의도동 13-28,한식,396000,
김재원,새누리당,대방골,서울특별시 영등포구 여의도동 13-28,한식,342000,
김태호,새누리당 ,대방골,서울특별시 영등포구 여의도동 13-28,한식,365000,간담회
김태호,새누리당 ,대방골,서울특별시 영등포구 여의도동 13-28,한식,485000,간담회
김태호,새누리당 ,대방골,서울특별시 영등포구 여의도동 13-28,한식,114000,정책 간담회
박대동,새누리당,대방골,서울특별시 영등포구 여의도동 13-28,한식,110000,정기국회 대비 간담회
박대동,새누리당,대방골,서울특별시 영등포구 여의도동 13-28,한식,90000,정무위 법안소위 관련 간담회
박병석,더불어민주당,대방골,서울특별시 영등포구 여의도동 13-28,한식,304000,성균관대 미국로스쿨 학생간담회
심상정,정의당,대방골,서울특별시 영등포구 여의도동 13-28,한식,97000,회의비(의원 외 5인)
이철우,새누리당,대방골,서울특별시 영등포구 여의도동 13-28,한식,356000,정보위원 간담회
김관영,국민의당,대보름,영등포구 여의도동 14-35 금강빌딩 지하 1층,한식,330000,국회출입기자단 만찬간담회
박병석,더불어민주당,대선칼국수,대전 서구 둔산동 1440 2층,한식,58500,
박병석,더불어민주당,대성생삼겹,대전 대덕구 대전로 1157번길,한식,86000,
박병석,더불어민주당,대성콩국수,대전 서구 도마동 67-5,한식,35000,
김재원,새누리당,대어초밥,대구 수성구 두산동 206-5,일식,166000,
박병석,더불어민주당,대운식당,대전 동구 삼성동 304-6,한식,62000,
박명재,새누리당,대일물회,경북 포항시 남구 중앙로 115,한식,74000,국가보조금제도 토론회 관련 회의(3명)
박병석,더불어민주당,대전칼국수,대전 서구 만년동 334 가원빌딩 201,한식,43500,
김재원,새누리당,대치동함흥면옥,서울 강남구 대치1동 1023-2 지상1층,한식,46000,
이철우,새누리당,대풍회초밥,대구광역시 동구 동부로22길 43,일식,500000,기자 간담회
박명재,새누리당,더 차이니스 레스토랑,서울시 용산구 소월로332,중식,693000,독도토론회 준비관련회의(7명)
김재원,새누리당,더 플라자 호텔,서울 중구 장교동 1,양식,1245100,
김무성,새누리당,더디퍼커피,서울 영등포구 여의도동 55-1 대우트럼프월드 비-101,커피,10000,정책개발을 위한 보좌진과의 의정논의
김재원,새누리당,더섬,서울특별시 영등포구 여의도동 13-21,일식,73000,
김재원,새누리당,더섬,서울특별시 영등포구 여의도동 13-21,일식,56000,
김태호,새누리당 ,더섬,서울특별시 영등포구 여의도동 13-21,일식,466000,간담회
류성걸,새누리당,더섬,서울특별시 영등포구 여의도동 13-21,일식,187000,기자 간담회
박민식,새누리당,더섬,서울특별시 영등포구 여의도동 13-21,한식,90000,언론기자 간담회
박병석,더불어민주당,더함뜰,대전 우성구 덕명동 171-13,한식,70000,
김재원,새누리당,독토,서울 영등포구 여의도동 14-2 동아빌딩지하,한식,300000,
김태호,새누리당 ,돌하르방,서울특별시 영등포구 여의도동 45-3,한식,808000,간담회
김관영,국민의당,동경식당,서울 영등포구 여의도동 28-3,일식,125600,"의원, 국회출입기자단 만찬 간담회"
김관영,국민의당,동경식당,서울 영등포구 여의도동 28-3,일식,179000,"의원, 인터넷 기자단 오찬 간담회"
심상정,정의당,동경식당,서울 영등포구 여의도동 28-3,일식,141000,식대(의원 외 5인)
박병석,더불어민주당,동경일식,대전 서구 관전 2동 1112번지,일식,105000,
박병석,더불어민주당,동경일식,대전 서구 관저 2동 1112번지,일식,110000,
김관영,국민의당,동해도,영등포구 여의도동 14-15 안원빌딩 지하,일식,420000,"의원, 방송사 기자단 만찬 간담회"
김관영,국민의당,동해도,영등포구 여의도동 14-15 안원빌딩 지하,일식,60000,"의원, 기자단 오찬 간담회"
김관영,국민의당,동해도,영등포구 여의도동 14-15 안원빌딩 지하,일식,76000,"의원, 기자단 오찬간담회"
류성걸,새누리당,동해도,서울특별시 중구 삼각동 115,일식,305000,기자 간담회
박명재,새누리당,동해도,서울 영등포구 여의도동 14-15,한식,192000,교육공무원법개정관련 전문가간담회 (6명)
박민식,새누리당,동해도,서울시 영등포구 여의도동 14-15,일식,264000,형법 개정안 관련 인터뷰 준비
정갑윤,새누리당,동해도,서울 영등포구 여의도동 14-15,일식,147000,식대
심상정,정의당,동해도스시,서울특별시 영등포구 은행로 25,일식,43800,식대(의원 외 2인)
심상정,정의당,동해도스시,서울특별시 영등포구 은행로 25,일식,45800,식대(의원 외 2인)
심상정,정의당,동해도스시,서울특별시 영등포구 은행로 25,일식,45800,식대(의원 외 4인)
심상정,정의당,동해도스시,서울특별시 영등포구 은행로 25,일식,68700,식대(의원 외 4인)
이철우,새누리당,동해도스시,서울특별시 영등포구 은행로 25,일식,72000,서울 직원 식대
이철우,새누리당,동해도스시,서울특별시 영등포구 은행로 25,일식,112000,세월호 관련 간담회
심상정,정의당,동해별관,서울시 영등포구 여의도동 43-3,한식,464000,기자 간담회(의원 외 15명)
강기정,새정치민주연합,동해에서,광주 서구 치평동 1189-5,기타,343000,기자간담회
박대동,새누리당,동해한정식,서울 마포구 상수동356-6 용선빌딩 5층,한식,398000,여행자 보험법 개정 관련 간담회
박대동,새누리당,두가헌,서울시 종로구 사간동 109,한식,463000,대부업법 개정관련 간담회
서청원,새누리당,두레에프엔씨,서울 종로구 인사동 8-7,한식,946000,재외국민 안전대책 간담회
박병석,더불어민주당,두마,서울 종로구 경화로길 37,한식,165000,한류정책연구회 의원간담회
강기정,새정치민주연합,두암골설렁탕,광주 북구 두암2동 843-10,한식,75000,식사비
박병석,더불어민주당,등촌칼국수,대전 서구 둔산동 1439,한식,35000,
김재원,새누리당,디타이펑코리아강남,서울 서초구 서초동 1317-31 2층,중식,129780,
류성걸,새누리당,또순이,대전광역시 중구 대흥동 508-14,한식,126000,보좌진 간담회
강기정,새정치민주연합,뚝배기생태탕,광주 북구 중흥동 535,한식,100000,만성질환제정법 관련 토론 간담회
강기정,새정치민주연합,락우생복집,광주 서구 쌍촌동 1314-2,한식,38000,식사비
김광림,새누리당,르네상스호텔,서울 강남구 테헤란로 237,기타,51998,기자간담회
박병석,더불어민주당,리베라호텔,대전 유성구 봉명동 444-5,기타,66300,
박병석,더불어민주당,리베라호텔,대전 유성구 봉명동 444-5,기타,51000,
박병석,더불어민주당,리베라호텔,대전 유성구 봉명동 444-5,기타,16340,
박병석,더불어민주당,리베라호텔,대전 유성구 봉명동 444-5,기타,35100,
박병석,더불어민주당,리베라호텔,대전 유성구 봉명동 444-5,기타,125600,
박병석,더불어민주당,리베라호텔,대전 유성구 봉명동 444-5,기타,32000,
박병석,더불어민주당,리베라호텔,대전 유성구 봉명동 444-5,기타,121300,
박병석,더불어민주당,리베라호텔,대전 유성구 봉명동 444-5,기타,399000,대전지역위원장 회의
박병석,더불어민주당,리베라호텔,대전 유성구 봉명동 444-5,기타,127500,
정갑윤,새누리당,리샨,서울 영등포구 여의도동 17,중식,63000,식대
김무성,새누리당,리스토란테밸리니,서울 서초구 서초3동 700번지,양식,74500,정책개발을 위한 보좌진과의 의정논의
박대동,새누리당,마노디셰프,서울시 강남구 테헤란로 110,양식,100700,보험사 현안관련 간담회
박민식,새누리당,마당집,부산시 진구 부전1동,한식,24000,부산 로파크 관련 간담회
강기정,새정치민주연합,마루,광주 광산구 수완로 57 101호,한식,160000,정국현안관련 간담회
강기정,새정치민주연합,마루,광주 광산구 수완로 57 101호,한식,60000,식사비
정갑윤,새누리당,마포나룻터,서울 마포구 용강동 50-16,한식,250000,식대
김관영,국민의당,마포만두,영등포구 여의도동 17 더샵아일랜드 1층,기타,43500,"의원, 보좌진 식대 "
박명재,새누리당,마포집손칼국수,경기 수원시 권선구 탑동 431-1,한식,38000,영유아보육법안준비관련 보좌지회의(3명)
박명재,새누리당,마포집손칼국수,수원시 권선구 탑동 431-1,한식,490000,한국수출은행국정감사 준비고나련 회의(2명)
강기정,새정치민주연합,맛을찾는사람,광주 북구 오치동 1047-6,한식,72000,식사비
강기정,새정치민주연합,맛집한겨레,광주 동구 궁동 56-2,한식,49000,식사비
박병석,더불어민주당,맛청,대전 서구 둔산로 51번길 16,기타,72000,
김재원,새누리당,매일매일포차횟집,서울 마포구 신공덕동 80-12,일식,80000,
정갑윤,새누리당,먹쉬돈나,서울 서대문구 창천동 30-45,분식,28000,식대
김재원,새누리당,멜로디후르츠,서울 마포구 도화동 51-1 성우빌딩,양식,169900,
김재원,새누리당,명가찜갈비,울산 북구 동대8길 14 1층,한식,86000,
박민식,새누리당,명동칼국수,서울특별시 서초구 반포동,한식,14000,지역현안관련 회의
강기정,새정치민주연합,명산활어,광주 북구 신안동 15-2,기타,99000,광주시 자동차산업 관련 간담회
박병석,더불어민주당,명품사골순대,대전 서구 둔산로 4번길 25,한식,18000,
박병석,더불어민주당,목련관,대전 서구 괴정동 128-6,한식,30000,
박병석,더불어민주당,목련관,대전 서구 괴정동 128-6,한식,240000,대전지역위원장 회의
박병석,더불어민주당,목련관,대전 서구 괴정동 128-6,한식,230000,대전지역위원장 간담회
김태호,새누리당 ,목포세발낙지,서울시 강서구 염창동 283-11,한식,370000,정책 간담회
류성걸,새누리당,목포세발낙지,서울시 강서구 염창동 283-11,한식,248000,보좌진 간담회
류성걸,새누리당,목포세발낙지,서울시 강서구 염창동 283-11,한식,72000,보좌진 간담회
강기정,새정치민주연합,무돌,서울특별시 강남구 청담동 23,한식,98000,식사비
강기정,새정치민주연합,무안뻘(가래),광주 북구 두암동 576-14,한식,40000,식사비
김재원,새누리당,무적가,서울 영등포구 여의도동 17 더샵아일랜드 지상1층,한식,391000,
김관영,국민의당,무지개,영등포구 여의도동 13-5,한식,84000,의원 조찬모임 식대 
김관영,국민의당,무지개,영등포구 여의도동 13-5,한식,102000,의원단 조찬간담회(당 향후 방향 관련)
정갑윤,새누리당,미강식당,울산 남구 달동 1295-5,한식,347000,KBS 기자 간담회
박민식,새누리당,미락,부산시 연제구 거제천로 78,한식,80000,지역현안관련 간담회
정갑윤,새누리당,미래수산,,한식,140000,식대
이철우,새누리당,미성,서울 종로구 내자동 154-2번지,한식,620000,남북내륙철도 시도 간담회
심상정,정의당,미소야(덕양 구청점),고양시 덕양구 화정동 966-1,일식,7000,의원 수행 식대
박병석,더불어민주당,미스터왕식당,대전 서구 둔산동 1176,중식,68000,
박병석,더불어민주당,미스터왕식당,대전 서구 둔산동 1176,중식,95000,
박병석,더불어민주당,미스터왕식당,대전 서구 둔산동 1176,중식,66000,
김태호,새누리당 ,미진숯불갈비,경상남도 김해시 부원동 169-6,한식,677000,시청시자간담회
김재원,새누리당,민소한우,서울특별시 영등포구 여의도동 26-1,한식,282000,
김재원,새누리당,민소한우,서울특별시 영등포구 여의도동 26-1,양식,751000,
김재원,새누리당,민소한우,서울특별시 영등포구 여의도동 26-1,한식,481000,
류성걸,새누리당,민소한우,서울특별시 영등포구 여의도동 26-1,한식,450000,보좌진 간담회
정갑윤,새누리당,민소한우,서울특별시 영등포구 여의도동 26-1,한식,238000,식대
김광림,새누리당,민우네 김밥,경북 안동시 남은동 제비원상가 1호 ,분식,117500,신년인사회 다과
강기정,새정치민주연합,바다로,광주 북구 문흥동 1001-4,기타,99000,식사비
강기정,새정치민주연합,바다회타운,광주 동구 지산동 712-33,기타,69000,식사비
박병석,더불어민주당,바다횟집,대전 중구 동대로 1203-2,기타,70000,
박병석,더불어민주당,바다횟집,대전 중구 동대로 1203-2,기타,70000,
김재원,새누리당,바루,서울 종로구 견지동 71,한식,308000,
강기정,새정치민주연합,밤실한우촌,광주 북구 밤실로 191번길 6,한식,90000,공무원 연금개혁현안 간담회의
김용태,새누리당,백남관광(주)프레지던트호텔,서울 중구 을지로1가 1 88-3,호텔,180000,간담회 식사 - 의원연구단체 (한중포럼)
김재원,새누리당,백년한정식,서울 서초구 남부순환로323길1 지하1층,한식,27000,
박민식,새누리당,백로,서울특별시 용산구 청파로 378 ,한식,7500,정보유출 대책회의
김재원,새누리당,백원,서울 영등포구 여의공원로 101,중식,200000,
심상정,정의당,백제 231,서울시 동작구 사당동 265-11,한식,39000,식대(의원 외 1인)
심상정,정의당,백제 231,서울시 동작구 사당동 265-11,한식,75000,식대(의원 외 5인)
박병석,더불어민주당,뱃고동낙지마당,대전 서구 경림동 583,한식,79800,
박병석,더불어민주당,뱃고동낙지마당,대전 서구 정림동 583,한식,32300,
김재원,새누리당,벙글벙글,대구 중구 동덕로36길 9-12 2층,한식,52000,
김재원,새누리당,베이징코야,서울 강남구 역삼동 725-9,중식,176000,
김재원,새누리당,베이징코야,서울 강남구 역삼동 725-9,중식,1159100,
김재원,새누리당,베이징코야,서울 강남구 역삼동 725-9,중식,952000,
김재원,새누리당,베이징코야,서울 강남구 역삼동 725-9,중식,151000,
김재원,새누리당,벤-2,서울 영등포구 여의도동 13-22 지하1층,양식,300000,
김재원,새누리당,병천황토순대,서울 영등포구 여의도동 13-22  지하5호,한식,78000,
김관영,국민의당,보드람,영등포구 여의도동 17 ,양식,67000,"의원, 방송사 심야토론 기획팀 식대 "
서상기,새누리당,보리보리 옥선이 시골밥상,서울 종로구 명륜동1가 35,한식,78000,정책개발간담회
강기정,새정치민주연합,복어촌,광주 북구 용봉동 1341-2,한식,79000,식사비
류성걸,새누리당,본가갈비,경기도 수원시 팔달구 우만동 469-7,한식,22000,보좌진 간담회
강기정,새정치민주연합,본가네추어탕,광주 북구 두암동 560-40,한식,42000,식사비
박명재,새누리당,본죽 여의도,서울시 영등포구 여의도동16 더샵 아일랜드파크,한식,64500,상임위관련 보좌직원 간담회 (6명)
박명재,새누리당,본죽 천천점,경기 수윈시 장안구 천천동 527-8,한식,23500,조세법안 준비 관련 회의(3명)
박명재,새누리당,본죽 천천점,경기 수윈시 장안구 천천동 527-8,한식,13000,상임위 준비관련회의(2명)
박명재,새누리당,본죽 천천점,경기 수윈시 장안구 천천동 527-8,한식,16000,공공기관 임금피크제 관련회의(2명)
류성걸,새누리당,봄샘,서울특별시 영등포구 여의도동 14-12,한식,78000,보좌진 간담회
정갑윤,새누리당,봄샘,서울특별시 영등포구 여의도동 14-12,한식,868000,새누리당 당직자 간담회
심상정,정의당,봄소,고양시 일산동구 백석동 1331-2,한식,45000,식대(의원 외 2인)
박명재,새누리당,봉가진,경기 안양시 동안구 평촌대로436,한식,74000,군 인권 개선 및 병영문화혁신 특위 관련 회의(3명)
김광림,새누리당,봉평 메밀막국수,서울 동작구 사당동 252-17 서림빌딩 2층,한식,192000,정책 간담회
김무성,새누리당,봉피양마포,서울 마포구 용강동 500 50-3번지,한식,117000,정책개발을 위한 국회의원과의 의정논의
강기정,새정치민주연합,부부순대,광주 동구 필문대로 192번길 8,한식,27000,식사비
김재원,새누리당,부산복집,서울 영등포구 여의도동 한양빌딩 14-31,한식,14000,
강기정,새정치민주연합,부영식육식당,전남 나주시 남평읍 남평리 178-14,한식,160000,세월호 현안 관련 간담회
서청원,새누리당,부흥회집,동해시 목호동 2-286,한식,82000,지방세법 개정 관련 정책간담회
김재원,새누리당,북촌마님,서울 종로구 북촌로 65,한식,570000,
강기정,새정치민주연합,북해도,광주 서구 쌍촌동 965-23 1층,기타,63000,식사비
강기정,새정치민주연합,불타는 복돼지,광주 북구 대천로 124-9 문흥동,한식,99000,4대강 녹조조사현안 간담회
강기정,새정치민주연합,불타는 복돼지,광주 북구 대천로 124-9 문흥동,한식,99000,공무워 연금개혁 간담회
김재원,새누리당,블랙앵거스 프리미엄,,기타,110000,
김재원,새누리당,블루문,서울 강남구 도곡2동 467-19 현대비젼21 308호,양식,105000,
김재원,새누리당,블루문,서울 강남구 도곡2동 467-19 현대비젼21 308호,양식,105000,
류성걸,새누리당,사까에,서울특별시 중구 태평로1가 61-1,일식,229900,보좌진 간담회
박명재,새누리당,사당경복궁,서울시 서초구 방배동 444-3 파스텔시티 6층,한식,112000,보조금관리법개정관련 전문가 간담회 (4명)
이철우,새누리당,사리원소반,서울특별시 구로구 경인로 662 디큐브백화점 5층,한식,240000,정보위결산관련 간담회
박민식,새누리,사월에보리밥,서울시 서초구 서초대로 73길,한식,19000,지역구 현안 사업관련 간담회
박대동,새누리당,사조참치,서울시 영등포구 여의도동 17-26,한식,264000,지역현안 및 예산 관련 간담회
강기정,새정치민주연합,산수옥모밀,광주 북구 각화동  506-7,한식,34500,식사비
강기정,새정치민주연합,산수옥모밀,광주 북구 각화동  506-7,한식,18000,식사비
강기정,새정치민주연합,산수옥모밀,광주 북구 각화동  506-7,한식,28000,식사비
강기정,새정치민주연합,산수옥모밀,광주 북구 각화동  506-7,한식,22500,식사비
김재원,새누리당,산야한정식,경북 의성군 의성읍 후죽리 735-2,한식,150000,
심상정,정의당,산채향,서울 종로구 신문로 2가,한식,91000,식대(의원 외 7인)
심상정,정의당,산채향,서울 종로구 신문로 2가 1-209,한식,136000,식대(의원 외 3인)
강기정,새정치민주연합,산해들애,광주 서구 계수로 51번길 8 쌍촌동 1층,한식,29700,식사비
김재원,새누리당,산해들애와바,서울 영등포구 국회대로 70길 15-1,한식,197000,
김재원,새누리당,산해들애와바,서울 영등포구 국회대로 70길 15-1,한식,146000,
박병석,더불어민주당,산호초횟집,대전 서구 둔산로 123번길 28,한식,70000,
김재원,새누리당,삼도회집,서울 영등포구 여의도동 17-1 금산빌딩,일식,112000,
김재원,새누리당,삼도회집,서울 영등포구 여의도동 17-1 금산빌딩,일식,161000,
김재원,새누리당,삼도회집,서울 영등포구 여의도동 17-1 금산빌딩,일식,70000,
박대동,새누리당,삼보정,서울시 영등포구 여의도동 35-5,한식,56000,의원 및 수행원 식대
박대동,새누리당,삼보정,서울시 영등포구 여의도동 35-5,한식,34000,의원 및 수행원 식대
박대동,새누리당,삼보정,서울시 영등포구 여의도동 35-5,한식,35000,의원 및 수행원 식대
정갑윤,새누리당,삼보정,서울시 영등포구 여의도동 35-5,한식,56000,식대
박대동,새누리당,삼주외식산업(주),세종시 다솜3로 48,한식,742000,지역예산관련 간담회
정갑윤,새누리당,삼청칼국수,서울 종로구 삼청동 62-13,한식,16000,식대
서청원,새누리당,상도갈비,동작구 상도1동 526번지,한식,598000,신분당선 통합거리비례요금제 관련 간담회
박병석,더불어민주당,새양원,서울 영등포구 여의도동 15-11,중식,33000,
박민식,새누리,색동저고리,서울 영등포구 여의도동 14-13,한식,80000,지역현안관련 관계자 회의
